session_id,event_name,event_time,event_id,traffic_source,event_metadata
fb0abf9e-fd1a-44dd-b5c0-2834d5a4b81c,HOMEPAGE,2019-09-06T15:54:32.821085Z,9c4388c4-c95b-4678-b5ca-e9cbc0734109,MOBILE,
fb0abf9e-fd1a-44dd-b5c0-2834d5a4b81c,SCROLL,2019-09-06T16:03:57.821085Z,4690e1f5-3f99-42d3-84a5-22c4c4d8500a,MOBILE,
7d440441-e67a-4d36-b324-80ffd636d166,HOMEPAGE,2019-09-01T12:05:10.322763Z,88aeaeb5-ec98-4859-852c-8abb483faf31,MOBILE,
7d440441-e67a-4d36-b324-80ffd636d166,ADD_TO_CART,2019-09-01T12:06:33.322763Z,934e306e-ecc6-472f-9ccb-12c8536910a2,MOBILE,"{'product_id': 15315, 'quantity': 4, 'item_price': 313529}"
7d440441-e67a-4d36-b324-80ffd636d166,BOOKING,2019-09-01T12:15:29.425431Z,9f4767a1-40fa-4c9c-9524-dfad18634d56,MOBILE,{'payment_status': 'Success'}
7d440441-e67a-4d36-b324-80ffd636d166,SEARCH,2019-09-01T12:07:00.322763Z,c952142b-4fe9-4694-ad7f-21a5d1bed9ca,MOBILE,{'search_keywords': 'Dress Kondangan'}
7d440441-e67a-4d36-b324-80ffd636d166,HOMEPAGE,2019-09-01T12:08:27.322763Z,365b3840-9647-4bf5-917f-f0bec3d05332,MOBILE,
7d440441-e67a-4d36-b324-80ffd636d166,ITEM_DETAIL,2019-09-01T12:09:49.322763Z,1a1e3548-108e-4520-bf04-1b01d43a72cb,MOBILE,
7d440441-e67a-4d36-b324-80ffd636d166,SCROLL,2019-09-01T12:11:06.322763Z,f7246095-b094-46c1-b2ac-bcfd080146c3,MOBILE,
7d440441-e67a-4d36-b324-80ffd636d166,ITEM_DETAIL,2019-09-01T12:12:19.322763Z,74a000dc-b931-4c59-abcc-02e991623bc1,MOBILE,
7d440441-e67a-4d36-b324-80ffd636d166,ITEM_DETAIL,2019-09-01T12:13:36.322763Z,85b3589a-5281-48a2-b2f3-a39a7de69f60,MOBILE,
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,HOMEPAGE,2019-09-09T04:49:02.425431Z,177faf86-4afe-4214-91f5-dde253b7984d,MOBILE,
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,ADD_TO_CART,2019-09-09T05:06:03.425431Z,c1b42157-39a7-4521-a4dc-ed0200de301a,MOBILE,"{'product_id': 6133, 'quantity': 2, 'item_price': 249443}"
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,ADD_TO_CART,2019-09-09T05:23:36.425431Z,61cbe834-c585-406e-8eac-30f671e51fbb,MOBILE,"{'product_id': 6721, 'quantity': 1, 'item_price': 134504}"
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,ADD_TO_CART,2019-09-09T05:42:03.425431Z,2bd3f01a-e062-4c13-8b9d-598fb5379ed2,MOBILE,"{'product_id': 57622, 'quantity': 1, 'item_price': 384716}"
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,ADD_TO_CART,2019-09-09T05:58:58.425431Z,ba1c5f20-869a-42be-878c-75496c28aba3,MOBILE,"{'product_id': 5490, 'quantity': 1, 'item_price': 121318}"
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,ADD_TO_CART,2019-09-09T06:16:07.425431Z,b72d14a0-15d4-4099-89ce-76aba204538f,MOBILE,"{'product_id': 21304, 'quantity': 1, 'item_price': 209086}"
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,ADD_TO_CART,2019-09-09T06:32:41.425431Z,29d5034a-c2ba-4e2f-abdd-3b4a81dbda78,MOBILE,"{'product_id': 12106, 'quantity': 1, 'item_price': 184033}"
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,ADD_TO_CART,2019-09-09T06:49:47.425431Z,5cf07ed1-a2f7-4918-b639-a101d6eac14e,MOBILE,"{'product_id': 59647, 'quantity': 1, 'item_price': 311267}"
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,ADD_TO_CART,2019-09-09T07:05:44.425431Z,107cc669-e607-4478-9ee8-e7619a68a7c5,MOBILE,"{'product_id': 24105, 'quantity': 1, 'item_price': 216070}"
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,ADD_PROMO,2019-09-09T07:22:05.425431Z,28329764-aa29-4e7a-9d8e-eee88d00a640,MOBILE,"{'promo_code': 'AZ2022', 'promo_amount': 7047}"
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,BOOKING,2019-09-09T12:17:55.425431Z,3e6b12bf-2a80-4399-9afb-6bb1e0fa15bc,MOBILE,{'payment_status': 'Success'}
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,SEARCH,2019-09-09T05:06:26.425431Z,65ad97d0-9207-447e-b09d-fcc00a569824,MOBILE,{'search_keywords': 'Tas Wanita'}
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,SCROLL,2019-09-09T05:23:34.425431Z,cbac06fc-d8f7-44af-a3c1-7c52acd06f3a,MOBILE,
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,HOMEPAGE,2019-09-09T05:41:03.425431Z,5f1de882-d789-453f-acb2-a53e84466bf8,MOBILE,
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,SCROLL,2019-09-09T05:58:06.425431Z,5bcd9136-db8e-485c-bd0f-adc3c0c02a68,MOBILE,
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,ITEM_DETAIL,2019-09-09T06:15:58.425431Z,e1956211-154c-49ff-a30a-44c32d485fa8,MOBILE,
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,HOMEPAGE,2019-09-09T06:33:19.425431Z,61b9139c-5d2d-4380-9b0a-34005b2b74f9,MOBILE,
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,CLICK,2019-09-09T06:50:49.425431Z,0376c7bf-145a-4eb0-953c-5137bc52bbac,MOBILE,
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,HOMEPAGE,2019-09-09T07:07:34.425431Z,c020fa7b-5cd9-44d1-a75f-d5059c5a380f,MOBILE,
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,CLICK,2019-09-09T07:26:19.425431Z,6ed5a909-6814-459c-8d9d-baa685a49805,MOBILE,
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,SCROLL,2019-09-09T07:43:49.425431Z,d7001eab-8c8b-4c13-b100-8b4ecb60c991,MOBILE,
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,PROMO_PAGE,2019-09-09T08:00:18.425431Z,4948ed0c-9e71-47e5-878d-d31610df4c21,MOBILE,
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,PROMO_PAGE,2019-09-09T08:16:07.425431Z,1bc809e1-e06c-417c-99e2-d1163080cf04,MOBILE,
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,SCROLL,2019-09-09T08:32:40.425431Z,915f9d64-b19e-4d4d-bbbb-06a6ae822406,MOBILE,
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,SEARCH,2019-09-09T08:50:27.425431Z,a2e93548-18b5-4a79-b74f-42bbc0cf0fbd,MOBILE,{'search_keywords': 'Celana Panjang'}
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,CLICK,2019-09-09T09:08:18.425431Z,027ae8a5-2a4d-4d44-ae8d-7dfd7d951b0a,MOBILE,
f7b5cd60-4f87-4b3c-8bde-c7da8930eec2,ITEM_DETAIL,2019-09-09T09:25:54.425431Z,b0d1b699-41dd-4b7b-9be9-8b1eb9e75ee8,MOBILE,
b2843a94-248f-429e-bd54-1a456b4ef4a7,HOMEPAGE,2019-09-15T00:09:43.425431Z,c5cef5d0-f373-460b-8cd7-67122787d743,MOBILE,
b2843a94-248f-429e-bd54-1a456b4ef4a7,ADD_TO_CART,2019-09-15T20:19:47.425431Z,93895414-54a2-4cc2-bf06-4853d95ce2b8,MOBILE,"{'product_id': 22681, 'quantity': 1, 'item_price': 496501}"
b2843a94-248f-429e-bd54-1a456b4ef4a7,BOOKING,2019-09-17T12:17:58.425431Z,2d046ae1-7489-425f-95e3-926d87578c10,MOBILE,{'payment_status': 'Success'}
b2843a94-248f-429e-bd54-1a456b4ef4a7,SCROLL,2019-09-15T20:12:56.425431Z,112f3b7e-ebe1-4024-abcd-0a9699cd5454,MOBILE,
d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9,HOMEPAGE,2019-09-23T20:17:49.425431Z,ab929a73-3c47-4870-a7e9-74a69a1c9688,WEB,
d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9,ADD_TO_CART,2019-09-24T01:15:27.425431Z,e65e2954-9a2d-4847-86df-f491d6e8b872,WEB,"{'product_id': 25875, 'quantity': 4, 'item_price': 287362}"
d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9,ADD_TO_CART,2019-09-24T06:13:46.425431Z,6a33f0de-fe69-4df4-b535-4e704dbe881c,WEB,"{'product_id': 4790, 'quantity': 1, 'item_price': 262894}"
d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9,ADD_TO_CART,2019-09-24T11:14:14.425431Z,cacf424c-8456-42ef-b3e4-383f9b75a8b4,WEB,"{'product_id': 30881, 'quantity': 1, 'item_price': 88678}"
d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9,ADD_PROMO,2019-09-24T16:16:10.425431Z,7a808081-2384-4a3a-ad00-9f10df4f07a7,WEB,"{'promo_code': 'BUYMORE', 'promo_amount': 4903}"
d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9,BOOKING,2019-09-25T12:30:19.425431Z,622fb041-d094-43d7-988a-da0bb66f17f0,WEB,{'payment_status': 'Success'}
d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9,CLICK,2019-09-24T01:15:39.425431Z,e363f2c3-d624-41df-b24b-11ea67d10b68,WEB,
d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9,ITEM_DETAIL,2019-09-24T06:17:29.425431Z,719e3149-51ff-41b3-99f2-85fcdd465f74,WEB,
d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9,CLICK,2019-09-24T11:17:36.425431Z,dcb63b15-82fc-4bc8-b345-784e7774f882,WEB,
98e66f53-f24f-4238-8c9c-34a0482e22d5,HOMEPAGE,2019-10-02T11:23:23.425431Z,f0afb1f7-2938-49d8-af80-fd80351927bb,MOBILE,
98e66f53-f24f-4238-8c9c-34a0482e22d5,ADD_TO_CART,2019-10-02T13:19:13.425431Z,10c28727-e319-4a3d-80fc-909d64dfd6bf,MOBILE,"{'product_id': 41867, 'quantity': 1, 'item_price': 261447}"
98e66f53-f24f-4238-8c9c-34a0482e22d5,ADD_PROMO,2019-10-02T15:14:18.425431Z,1d293181-b1cf-46e0-b5eb-682fe652131d,MOBILE,"{'promo_code': 'AZ2022', 'promo_amount': 6307}"
98e66f53-f24f-4238-8c9c-34a0482e22d5,BOOKING,2019-10-03T12:34:39.425431Z,8dcb9da3-a650-4649-b480-4ac8d97bb397,MOBILE,{'payment_status': 'Success'}
98e66f53-f24f-4238-8c9c-34a0482e22d5,SCROLL,2019-10-02T13:19:21.425431Z,52a1ea51-6066-4826-b69d-5376e6d8324d,MOBILE,
98e66f53-f24f-4238-8c9c-34a0482e22d5,HOMEPAGE,2019-10-02T15:16:41.425431Z,a2eabb5c-dd6f-4b97-8fec-6ac3eaa47db6,MOBILE,
98e66f53-f24f-4238-8c9c-34a0482e22d5,SEARCH,2019-10-02T17:17:08.425431Z,bf6963cd-b681-4763-b796-ce18d3b9004f,MOBILE,{'search_keywords': 'Kaos'}
98e66f53-f24f-4238-8c9c-34a0482e22d5,CLICK,2019-10-02T19:13:45.425431Z,78cc89eb-4694-4faf-8aab-5df87a635146,MOBILE,
98e66f53-f24f-4238-8c9c-34a0482e22d5,SEARCH,2019-10-02T21:07:33.425431Z,cf5d38ae-7f44-4166-9cf9-c43fb57b8f3a,MOBILE,{'search_keywords': 'Sepatu'}
98e66f53-f24f-4238-8c9c-34a0482e22d5,CLICK,2019-10-02T23:03:29.425431Z,050131b9-fc44-4883-a92a-1093abe429b9,MOBILE,
98e66f53-f24f-4238-8c9c-34a0482e22d5,CLICK,2019-10-03T01:01:23.425431Z,c47f8ad4-4328-4692-a0e2-14728292c03a,MOBILE,
98e66f53-f24f-4238-8c9c-34a0482e22d5,PROMO_PAGE,2019-10-03T02:58:10.425431Z,1282de56-1248-44bf-96a1-c29b4e1040c0,MOBILE,
98e66f53-f24f-4238-8c9c-34a0482e22d5,CLICK,2019-10-03T04:53:12.425431Z,965c49e8-bcfa-472d-b6f5-e88c50621675,MOBILE,
98e66f53-f24f-4238-8c9c-34a0482e22d5,PROMO_PAGE,2019-10-03T06:50:34.425431Z,9e83688b-da3b-417c-97df-a64188b8a97a,MOBILE,
e0c0239d-e240-4506-942f-1e4f09e2ab58,HOMEPAGE,2019-10-09T23:39:45.425431Z,8f96587e-336c-4fcf-8f83-fe86d2d6c5c7,MOBILE,
e0c0239d-e240-4506-942f-1e4f09e2ab58,ADD_TO_CART,2019-10-10T05:50:38.425431Z,84c22a39-0600-44e5-b136-decb6ec5648b,MOBILE,"{'product_id': 9785, 'quantity': 1, 'item_price': 131301}"
