created_at,customer_id,booking_id,session_id,product_metadata,payment_method,payment_status,promo_amount,promo_code,shipment_fee,shipment_date_limit,shipment_location_lat,shipment_location_long,total_amount
2018-07-29T15:22:01.458193Z,5868,186e2bee-0637-4710-8981-50c2d737bc42,3abaa6ce-e320-4e51-9469-d9f3fa328e86,"[{'product_id': 54728, 'quantity': 1, 'item_price': 191247}]",Debit Card,Success,1415,WEEKENDSERU,10000,2018-08-03T05:07:24.812676Z,-8.2278931365079,111.969107374244,199832
2018-07-30T12:40:22.365620Z,4774,caadb57b-e808-4f94-9e96-8a7d4c9898db,2ee5ead1-f13e-4759-92df-7ff48475e970,"[{'product_id': 16193, 'quantity': 1, 'item_price': 145526}]",Credit Card,Success,0,,10000,2018-08-03T01:29:03.415705Z,3.01346954522165,107.802513560424,155526
2018-09-15T11:51:17.365620Z,4774,6000fffb-9c1a-4f4a-9296-bc8f6b622b50,93325fb6-eb00-4268-bb0e-6471795a0ad0,"[{'product_id': 53686, 'quantity': 4, 'item_price': 135174}]",OVO,Success,0,,10000,2018-09-18T08:41:49.422380Z,-2.57942794259463,115.743885164271,550696
2018-11-01T11:23:48.365620Z,4774,f5e530a7-4350-4cd1-a3bc-525b5037bcab,bcad5a61-1b67-448d-8ff4-781d67bc56e4,"[{'product_id': 20228, 'quantity': 1, 'item_price': 271012}]",Credit Card,Success,0,,0,2018-11-05T17:42:27.954235Z,-3.60233401760085,120.363823510919,271012
2018-12-18T11:20:30.365620Z,4774,0efc0594-dbbf-4f9a-b0b0-a488cfddf8a2,df1042ab-13e6-4072-b9d2-64a81974c51a,"[{'product_id': 55220, 'quantity': 1, 'item_price': 198753}]",Credit Card,Success,0,,0,2018-12-23T17:24:07.361785Z,-3.60233401760085,120.363823510919,198753
2019-02-03T11:25:55.365620Z,4774,1ed58c46-67fb-4386-924b-983c74ccb4d7,7fa0b583-6d30-40bc-8b61-0f70f5bef30f,"[{'product_id': 59620, 'quantity': 1, 'item_price': 183234}]",Debit Card,Success,6369,WEEKENDMANTAP,5000,2019-02-07T10:41:59.997463Z,-3.60233401760085,120.363823510919,181865
2019-03-22T11:53:02.365620Z,4774,c0ced313-e6b1-4a2a-b21f-347eccda5f96,e140f1f1-6da1-42b3-b2d1-56ac6fc72d4a,"[{'product_id': 53136, 'quantity': 1, 'item_price': 296599}]",Credit Card,Success,0,,10000,2019-03-27T14:40:13.181562Z,-7.71260806998902,110.502877396695,306599
2019-05-08T11:29:21.365620Z,4774,0ed6730f-a5db-4e40-9a54-c343474d872c,e7eff973-b499-4b8d-9892-89e67e5fd7d4,"[{'product_id': 14142, 'quantity': 1, 'item_price': 143913}]",Credit Card,Success,0,,10000,2019-05-10T20:09:58.104955Z,3.29311358435936,98.857043468371,153913
2019-06-24T12:08:52.365620Z,4774,6edd9366-4788-4bbb-ae5b-744e45e6118d,0d20c278-e082-4f28-9afe-8b5907d7a284,"[{'product_id': 12282, 'quantity': 1, 'item_price': 364776}]",Credit Card,Success,4019,AZ2022,10000,2019-06-28T10:34:36.588498Z,-6.12601589696669,106.779551813887,370757
2019-08-10T12:14:24.365620Z,4774,771665e9-7df2-41c8-8168-16d5cdd407a1,f5352cdc-0e3c-4e77-af42-645501dcded4,"[{'product_id': 53051, 'quantity': 1, 'item_price': 292052}, {'product_id': 46352, 'quantity': 1, 'item_price': 241945}, {'product_id': 6352, 'quantity': 1, 'item_price': 297248}, {'product_id': 26620, 'quantity': 1, 'item_price': 191138}, {'product_id': 22849, 'quantity': 1, 'item_price': 78559}, {'product_id': 56247, 'quantity': 1, 'item_price': 193870}]",Credit Card,Success,9072,WEEKENDSERU,10000,2019-08-14T18:07:04.125993Z,-0.99200351606833,114.438739386071,1295740
2019-09-26T12:55:16.365620Z,4774,2f26f289-62a5-4a3b-84e0-41b2e8b799ac,ad43dd86-0da4-44ec-af00-0cb8d320793b,"[{'product_id': 24081, 'quantity': 6, 'item_price': 314243}]",LinkAja,Success,0,,10000,2019-09-28T21:49:53.318307Z,-5.20164853782611,105.760460244282,1895458
2019-11-12T12:41:34.365620Z,4774,c3a6e6b7-74c3-4353-91c4-9967a8d7229d,8071b7c5-0c54-4eac-a265-a50e5908b3d3,"[{'product_id': 9321, 'quantity': 1, 'item_price': 243391}]",Credit Card,Success,0,,10000,2019-11-18T10:38:07.330148Z,-8.08765402120651,110.679738680179,253391
2019-12-29T11:54:05.365620Z,4774,01e4aedf-c297-4404-992a-1c9756f19ad9,7a134594-54ed-447a-a87d-a67bea47e109,"[{'product_id': 25734, 'quantity': 1, 'item_price': 245824}]",Credit Card,Success,6208,LIBURDONG,10000,2020-01-03T04:09:43.221514Z,-7.11859191827332,113.31223535666,249616
2020-02-14T11:48:03.365620Z,4774,1a291e3e-503f-4780-97f0-7a76301157c0,b440b87a-c328-4b8d-b6eb-1b3aa8c836b3,"[{'product_id': 35062, 'quantity': 1, 'item_price': 367216}, {'product_id': 15035, 'quantity': 2, 'item_price': 150796}, {'product_id': 12298, 'quantity': 8, 'item_price': 157414}, {'product_id': 7319, 'quantity': 1, 'item_price': 170293}]",Credit Card,Success,0,,10000,2020-02-18T19:40:48.027858Z,-0.703568572906455,112.148768841077,2108413
2020-04-01T11:56:48.365620Z,4774,b60b524e-f624-41d1-8984-febfd5d0097e,42e91872-d1d5-44a5-925f-8532cee92d37,"[{'product_id': 43820, 'quantity': 1, 'item_price': 281930}, {'product_id': 39609, 'quantity': 1, 'item_price': 44132}, {'product_id': 41455, 'quantity': 1, 'item_price': 139673}]",Credit Card,Success,5911,AZ2022,5000,2020-04-07T01:10:52.225190Z,-3.60233401760085,120.363823510919,464824
2020-05-18T11:32:10.365620Z,4774,8639711c-2cc9-47f8-b710-82f9a31e0005,3837b92e-e638-498c-b29b-2dc349da8a13,"[{'product_id': 19341, 'quantity': 1, 'item_price': 364701}]",Credit Card,Success,0,,10000,2020-05-20T16:22:38.995669Z,-6.27784564390593,107.429749435993,374701
2020-07-04T11:04:04.365620Z,4774,2bf9211f-c9f9-4383-8d88-8441985e6c19,36e1c9a4-b10c-4815-aec7-261366394bfc,"[{'product_id': 17601, 'quantity': 1, 'item_price': 121784}]",Debit Card,Success,0,,5000,2020-07-09T20:04:25.162317Z,-3.60233401760085,120.363823510919,126784
2020-08-20T11:41:15.365620Z,4774,784746bd-9adb-4c82-98f1-b51eeff756dc,e1a22441-74b7-409a-87eb-85b3192e5bed,"[{'product_id': 43711, 'quantity': 1, 'item_price': 165789}]",Credit Card,Success,0,,10000,2020-08-22T13:13:38.147668Z,-0.631713868996956,110.62070968641,175789
2020-10-06T11:51:47.365620Z,4774,dc3db6d2-20e7-4408-9fc7-37f6541da2fe,31dc3335-0759-428f-963a-80b8684c1fe5,"[{'product_id': 4063, 'quantity': 1, 'item_price': 118487}]",Credit Card,Success,0,,10000,2020-10-09T16:51:25.109885Z,-6.14245581331183,107.374326999986,128487
2020-11-22T11:43:41.365620Z,4774,878f079d-93d8-428e-8f29-c4fd339d8309,5fc7f66d-d6d5-4245-9b05-72f39ae75640,"[{'product_id': 46728, 'quantity': 1, 'item_price': 108259}, {'product_id': 36558, 'quantity': 1, 'item_price': 158359}]",Credit Card,Success,0,,5000,2020-11-27T04:19:30.926958Z,-3.60233401760085,120.363823510919,271618
2021-01-08T11:24:54.365620Z,4774,752e6f17-216a-4801-b0b4-68908857f584,8f3c25e3-6529-469f-9b47-2acac609d93a,"[{'product_id': 31302, 'quantity': 1, 'item_price': 174419}]",Credit Card,Success,0,,0,2021-01-11T18:15:58.746308Z,-3.60233401760085,120.363823510919,174419
2021-02-24T10:35:41.365620Z,4774,3e8d1505-80ad-4438-a82b-2a017e0c551e,57b6d108-9ec4-48ef-8d66-cdd17c4942ba,"[{'product_id': 11599, 'quantity': 1, 'item_price': 207664}]",Gopay,Success,3855,BUYMORE,10000,2021-02-28T20:19:37.594671Z,-7.34119380356283,106.593658078242,213809
2021-04-12T11:07:35.365620Z,4774,19748870-3690-4fc3-8713-ffb4bca16c94,e8665111-3196-4edf-9a30-d1f2a4945b41,"[{'product_id': 39204, 'quantity': 1, 'item_price': 93400}]",Credit Card,Success,0,,0,2021-04-14T11:49:09.838274Z,-3.60233401760085,120.363823510919,93400
2021-05-29T10:59:02.365620Z,4774,e4a15e0c-8848-49c4-8648-8e5e7bf8e9a0,a4ad7fb7-6a09-450b-aa8d-97e28c0cda20,"[{'product_id': 6572, 'quantity': 1, 'item_price': 154335}]",Credit Card,Success,0,,10000,2021-06-03T18:15:49.265999Z,-7.15456323585685,110.855725231149,164335
2021-07-15T11:06:17.365620Z,4774,57b61173-4837-449a-a5fb-22b0cd07d56d,b0ab036c-5c29-417b-9c2e-1a41d872028a,"[{'product_id': 18001, 'quantity': 1, 'item_price': 72190}]",LinkAja,Success,6325,AZ2022,10000,2021-07-17T19:21:39.314719Z,-3.12268955111693,126.418906334985,75865
2021-08-31T11:05:02.365620Z,4774,91d7b8a0-f3f5-4a0c-843a-f83a75b415e2,b2fb0889-6e08-4bc5-b6ba-2ac71d1b3145,"[{'product_id': 10460, 'quantity': 4, 'item_price': 398497}, {'product_id': 31208, 'quantity': 1, 'item_price': 487968}]",Credit Card,Success,0,,10000,2021-09-05T15:37:35.476812Z,-1.30059438555629,111.913008744245,2091956
2021-10-17T11:45:13.365620Z,4774,6a32b1ef-142a-41f8-8046-f9b74676233d,ced773bd-a755-4e23-a1ab-4a96ef9c75e1,"[{'product_id': 2334, 'quantity': 1, 'item_price': 443409}]",Credit Card,Success,2752,WEEKENDSERU,10000,2021-10-22T05:58:33.933514Z,-7.5026133158481,108.741192241067,450657
